SKU,Attribute_set_code,Name,Brand,Style_code,size,product_type,measuring_unit,price,shape_type,length_type,color,ideal_for,pattern,occasion,brand_color,fabric,pack_of,neck_type,sleeve_length,suitable_for,fabric_care,model_name,pockets,description,search_title,type
KK0034-XL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,XL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-XS,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,XS,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0034-XXL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0034,XXL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Feel special in this beautiful yarn-dyed outfit with side pocket and ruffled sleeves.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-L,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,L,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-M,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,M,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-S,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,S,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-XL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,XL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-XS,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,XS,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0035-XXL,Default,green Yarn Dyed A-line Women's Kurti,Kiaasa,KK0035,XXL,simple,Regular,1999,A-line,Calf Length,Green,Women's,Yarn Dyed,Casual,green,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An elegant kurta with front placket detailings. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-L,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,L,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-M,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,M,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-S,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,S,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-XL,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,XL,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-XS,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,XS,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0036-XXL,Default,Pink Yarn Dyed A-line Women's Kurti,Kiaasa,KK0036,XXL,simple,Regular,1999,A-line,Calf Length,Pink,Women's,Yarn Dyed,Casual,Pink,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Look beautiful in this smart yarn-dyed kurta with placket and pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0037-L,Default,purple Printed flared Women's Kurti,Kiaasa,KK0037,L,simple,Regular,2399,flared,Calf Length,Purple,Women's,Printed,Casual,purple,Rayon,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,feel special in this beatiful flared printed kurta with pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0037-M,Default,purple Printed flared Women's Kurti,Kiaasa,KK0037,M,simple,Regular,2399,flared,Calf Length,Purple,Women's,Printed,Casual,purple,Rayon,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,feel special in this beatiful flared printed kurta with pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0037-S,Default,purple Printed flared Women's Kurti,Kiaasa,KK0037,S,simple,Regular,2399,flared,Calf Length,Purple,Women's,Printed,Casual,purple,Rayon,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,feel special in this beatiful flared printed kurta with pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0037-XL,Default,purple Printed flared Women's Kurti,Kiaasa,KK0037,XL,simple,Regular,2399,flared,Calf Length,Purple,Women's,Printed,Casual,purple,Rayon,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,feel special in this beatiful flared printed kurta with pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0037-XS,Default,purple Printed flared Women's Kurti,Kiaasa,KK0037,XS,simple,Regular,2399,flared,Calf Length,Purple,Women's,Printed,Casual,purple,Rayon,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,feel special in this beatiful flared printed kurta with pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0037-XXL,Default,purple Printed flared Women's Kurti,Kiaasa,KK0037,XXL,simple,Regular,2399,flared,Calf Length,Purple,Women's,Printed,Casual,purple,Rayon,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,feel special in this beatiful flared printed kurta with pocket detailings.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0038-L,Default,Magenta Yarn Dyed A-line Women's Kurti,Kiaasa,KK0038,L,simple,Regular,1999,A-line,Calf Length,Magenta,Women's,Yarn Dyed,Casual,Magenta,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An attire which will make you feel confident and beautiful yarn-dyed kurta with buttons detailings on front.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0038-M,Default,Magenta Yarn Dyed A-line Women's Kurti,Kiaasa,KK0038,M,simple,Regular,1999,A-line,Calf Length,Magenta,Women's,Yarn Dyed,Casual,Magenta,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An attire which will make you feel confident and beautiful yarn-dyed kurta with buttons detailings on front.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0038-S,Default,Magenta Yarn Dyed A-line Women's Kurti,Kiaasa,KK0038,S,simple,Regular,1999,A-line,Calf Length,Magenta,Women's,Yarn Dyed,Casual,Magenta,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An attire which will make you feel confident and beautiful yarn-dyed kurta with buttons detailings on front.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0038-XL,Default,Magenta Yarn Dyed A-line Women's Kurti,Kiaasa,KK0038,XL,simple,Regular,1999,A-line,Calf Length,Magenta,Women's,Yarn Dyed,Casual,Magenta,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An attire which will make you feel confident and beautiful yarn-dyed kurta with buttons detailings on front.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0038-XS,Default,Magenta Yarn Dyed A-line Women's Kurti,Kiaasa,KK0038,XS,simple,Regular,1999,A-line,Calf Length,Magenta,Women's,Yarn Dyed,Casual,Magenta,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An attire which will make you feel confident and beautiful yarn-dyed kurta with buttons detailings on front.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0038-XXL,Default,Magenta Yarn Dyed A-line Women's Kurti,Kiaasa,KK0038,XXL,simple,Regular,1999,A-line,Calf Length,Magenta,Women's,Yarn Dyed,Casual,Magenta,Cotton,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,An attire which will make you feel confident and beautiful yarn-dyed kurta with buttons detailings on front.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0039-L,Default,Charcoal Printed A-line Women's Kurti,Kiaasa,KK0039,L,simple,Regular,2399,A-line,Calf Length,Charcoal,Women's,Printed,Casual,Charcoal,cotton Blend,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Grab attention in this beautiful contemporary, A-line shirt style kurta with cuffed sleeves.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0039-M,Default,Charcoal Printed A-line Women's Kurti,Kiaasa,KK0039,M,simple,Regular,2399,A-line,Calf Length,Charcoal,Women's,Printed,Casual,Charcoal,cotton Blend,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Grab attention in this beautiful contemporary, A-line shirt style kurta with cuffed sleeves.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0039-S,Default,Charcoal Printed A-line Women's Kurti,Kiaasa,KK0039,S,simple,Regular,2399,A-line,Calf Length,Charcoal,Women's,Printed,Casual,Charcoal,cotton Blend,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Grab attention in this beautiful contemporary, A-line shirt style kurta with cuffed sleeves.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0039-XL,Default,Charcoal Printed A-line Women's Kurti,Kiaasa,KK0039,XL,simple,Regular,2399,A-line,Calf Length,Charcoal,Women's,Printed,Casual,Charcoal,cotton Blend,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Grab attention in this beautiful contemporary, A-line shirt style kurta with cuffed sleeves.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0039-XS,Default,Charcoal Printed A-line Women's Kurti,Kiaasa,KK0039,XS,simple,Regular,2399,A-line,Calf Length,Charcoal,Women's,Printed,Casual,Charcoal,cotton Blend,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Grab attention in this beautiful contemporary, A-line shirt style kurta with cuffed sleeves.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0039-XXL,Default,Charcoal Printed A-line Women's Kurti,Kiaasa,KK0039,XXL,simple,Regular,2399,A-line,Calf Length,Charcoal,Women's,Printed,Casual,Charcoal,cotton Blend,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,"Grab attention in this beautiful contemporary, A-line shirt style kurta with cuffed sleeves.",Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0040-L,Default,Navy Blue Printed A-line Women's Kurti,Kiaasa,KK0040,L,simple,Regular,2399,A-line,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Cotton,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Beautiful Printed A-line Kurta with placket and button detalings and contrast detailed on cuffs will make your outfit special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0040-M,Default,Navy Blue Printed A-line Women's Kurti,Kiaasa,KK0040,M,simple,Regular,2399,A-line,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Cotton,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Beautiful Printed A-line Kurta with placket and button detalings and contrast detailed on cuffs will make your outfit special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0040-S,Default,Navy Blue Printed A-line Women's Kurti,Kiaasa,KK0040,S,simple,Regular,2399,A-line,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Cotton,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Beautiful Printed A-line Kurta with placket and button detalings and contrast detailed on cuffs will make your outfit special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0040-XL,Default,Navy Blue Printed A-line Women's Kurti,Kiaasa,KK0040,XL,simple,Regular,2399,A-line,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Cotton,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Beautiful Printed A-line Kurta with placket and button detalings and contrast detailed on cuffs will make your outfit special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0040-XS,Default,Navy Blue Printed A-line Women's Kurti,Kiaasa,KK0040,XS,simple,Regular,2399,A-line,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Cotton,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Beautiful Printed A-line Kurta with placket and button detalings and contrast detailed on cuffs will make your outfit special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0040-XXL,Default,Navy Blue Printed A-line Women's Kurti,Kiaasa,KK0040,XXL,simple,Regular,2399,A-line,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Cotton,1,"Mandarin Collar

",Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Beautiful Printed A-line Kurta with placket and button detalings and contrast detailed on cuffs will make your outfit special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0042-L,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0042,L,simple,Regular,2549,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton dobby,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Get a smart look in this beautiful yarn-dyed A-line angrakha kurta with tassels detailings to make it occasion special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0042-M,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0042,M,simple,Regular,2549,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton dobby,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Get a smart look in this beautiful yarn-dyed A-line angrakha kurta with tassels detailings to make it occasion special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0042-S,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0042,S,simple,Regular,2549,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton dobby,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Get a smart look in this beautiful yarn-dyed A-line angrakha kurta with tassels detailings to make it occasion special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0042-XL,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0042,XL,simple,Regular,2549,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton dobby,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Get a smart look in this beautiful yarn-dyed A-line angrakha kurta with tassels detailings to make it occasion special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0042-XS,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0042,XS,simple,Regular,2549,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton dobby,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Get a smart look in this beautiful yarn-dyed A-line angrakha kurta with tassels detailings to make it occasion special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0042-XXL,Default,Multicolor Yarn Dyed A-line Women's Kurti,Kiaasa,KK0042,XXL,simple,Regular,2549,A-line,Calf Length,Multicolor,Women's,Yarn Dyed,Casual,Multicolor,cotton dobby,1,Round,3/4 Sleeve,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,No,Get a smart look in this beautiful yarn-dyed A-line angrakha kurta with tassels detailings to make it occasion special.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0043-L,Default,Navy Blue Printed flared Women's Kurti,Kiaasa,KK0043,L,simple,Regular,2399,flared,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,A smart flared printed front open Kurta to carry at your workplace and feel confident in this outfit.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0043-M,Default,Navy Blue Printed flared Women's Kurti,Kiaasa,KK0043,M,simple,Regular,2399,flared,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,A smart flared printed front open Kurta to carry at your workplace and feel confident in this outfit.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0043-S,Default,Navy Blue Printed flared Women's Kurti,Kiaasa,KK0043,S,simple,Regular,2399,flared,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,A smart flared printed front open Kurta to carry at your workplace and feel confident in this outfit.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0043-XL,Default,Navy Blue Printed flared Women's Kurti,Kiaasa,KK0043,XL,simple,Regular,2399,flared,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,A smart flared printed front open Kurta to carry at your workplace and feel confident in this outfit.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0043-XS,Default,Navy Blue Printed flared Women's Kurti,Kiaasa,KK0043,XS,simple,Regular,2399,flared,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,A smart flared printed front open Kurta to carry at your workplace and feel confident in this outfit.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0043-XXL,Default,Navy Blue Printed flared Women's Kurti,Kiaasa,KK0043,XXL,simple,Regular,2399,flared,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,shirt collar,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,A smart flared printed front open Kurta to carry at your workplace and feel confident in this outfit.,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0044-L,Default,Navy Blue Printed Asymmetric Women's Kurti,Kiaasa,KK0044,L,simple,Regular,2999,Asymmetric,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this contemporary printed kurta with buttons detailings on front to make it more beautiful and elegant. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0044-M,Default,Navy Blue Printed Asymmetric Women's Kurti,Kiaasa,KK0044,M,simple,Regular,2999,Asymmetric,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this contemporary printed kurta with buttons detailings on front to make it more beautiful and elegant. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0044-S,Default,Navy Blue Printed Asymmetric Women's Kurti,Kiaasa,KK0044,S,simple,Regular,2999,Asymmetric,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this contemporary printed kurta with buttons detailings on front to make it more beautiful and elegant. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0044-XL,Default,Navy Blue Printed Asymmetric Women's Kurti,Kiaasa,KK0044,XL,simple,Regular,2999,Asymmetric,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this contemporary printed kurta with buttons detailings on front to make it more beautiful and elegant. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0044-XS,Default,Navy Blue Printed Asymmetric Women's Kurti,Kiaasa,KK0044,XS,simple,Regular,2999,Asymmetric,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this contemporary printed kurta with buttons detailings on front to make it more beautiful and elegant. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
KK0044-XXL,Default,Navy Blue Printed Asymmetric Women's Kurti,Kiaasa,KK0044,XXL,simple,Regular,2999,Asymmetric,Calf Length,Navy Blue,Women's,Printed,Casual,Navy Blue,Rayon,1,Round,Half Sleeves,contemporary,Wash with like colors::First wash dry clean thereafter handwash,Fashion,Yes,Grab attention in this contemporary printed kurta with buttons detailings on front to make it more beautiful and elegant. ,Kurta:: Party wear:: Dress::Kurti::KIAASA::Women Kurta,Kurti
